event_date,start_idx,end_idx,car,abs_car,id,tickers,title,published_utc,author,description,keywords,insights,url,ticker
2024-04-01,6322,6333,-0.0896931793083419,0.0896931793083419,OJkmm8U-eumcgd9mMLoQr8bgb57Lj-HwEzMeVKK1ik4,COIN|NVDA|SNAP|LEVI,"Nvidia, Coinbase Global And 2 Other Stocks Insiders Are Selling",2024-04-02 12:22:34,Avi Kapoor,"The Nasdaq 100 closed higher by around 0.2% on Monday. Investors, meanwhile, focused on some notable insider trades.
When insiders sell shares, it could be a preplanned sale, or could indicate their concern in the company’s prospects or that they view the stock as being overpriced. Insider sales should not be taken as the only indicator for making an investment or trading decision. At best, it can lend conviction to a selling decision.
Below is a look at a few recent notable insider sales. For more, check out  Benzinga's insider transactions  platform.
Snap 

The Trade:  Snap Inc. (NYSE: SNAP) General Counsel Michael J. O'Sullivan  sold a total of 18,000 shares  at an average price of $11.53. The insider received around $207,594 from selling those shares.
What’s Happening: On Feb. 12, Snap announced that it entered into various privately ...",News|Short Ideas|Insider Trades|Pre-Market Outlook|Markets|Trading Ideas,[],https://www.benzinga.com/news/24/04/38044852/nvidia-coinbase-global-and-2-other-stocks-insiders-are-selling,NVDA
2024-04-18,6337,6343,-0.0757439474332754,0.0757439474332754,H2-oTRW4UDAc4CSK0DwhvjZ9QSjq_3VhM1gzW2VdbMs,COIN|NVDA|PATH|ARKW|ARKG|TDOC|TWLO|ROKU|DKNG,"Cathie Wood's Ark Invest Continues To Shed Coinbase, Nvidia Shares",2024-04-16 03:44:37,Benzinga Neuro,"On Monday, Cathie Wood-led Ark Invest made significant trades involving Coinbase Global Inc. (NASDAQ:COIN) and NVIDIA Corp. (NASDAQ:NVDA). 
The COIN Trade
Ark Invest decided to offload 3,689 shares of Coinbase from its ARK Next Generation Internet ETF (NYSE:ARKW) fund. The value of the sold COIN shares, based on the closing price of $223.41 on Monday, amounts to approximately $824,000.
Last week, despite a recent rise in Bitcoin (CRYPTO: BTC) prices, Ark Invest sold a significant amount of Coinbase shares, with back-to-back trades on certain days. 
The NVDA Trade
Ark Invest also reduced its stake in NVIDIA Corp. from its ARK Genomic Revolution ETF (BATS:ARKG) fund by 157 units. The value of the sold Nvidia shares, based on the closing price of $860.01 on Monday, is approximately $135,000. This move ...Full story available on Benzinga.com",News|Equities|Markets|ETFs,[],https://www.benzinga.com/markets/equities/24/04/38262884/cathie-woods-ark-invest-continues-to-shed-coinbase-nvidia-shares,NVDA
2024-05-23,6362,6368,0.1581313099763392,0.1581313099763392,kzzg1xo6H5-a5Sj1bUhthQ3wtDR48KHolb9MbVw_5Cs,TAN|NVDA|GME|TSLA|QQQ|AMC|NKLA,"Nvidia, Tech Stocks Propel Nasdaq 100 To Record High; Solar Sector Shines, Meme Stock Bubble Bursts: This Week In The Market",2024-05-24 20:29:25,Piero Cingari,"Tech stocks in the Nasdaq 100, as tracked by the Invesco QQQ Trust (NASDAQ:QQQ), soared to record highs during the week, marking their fifth consecutive week of gains — the longest streak since January — driven by Nvidia Corp.‘s (NASDAQ:NVDA) exceptional earnings report.
Shares of the artificial intelligence giant surged over 9% following its first-quarter financial results, which revealed a 262% year-over-year increase in sales, exceeding expectations and sparking a broad-based rally in semiconductor stocks.
Solar stocks, as monitored through the Invesco Solar ETF (NYSE:TAN), enjoyed their best week since December 2023, potentially in response to President Joe Biden's increased tariffs on Chinese imports, including a significant hike on solar cells.
Risk sentiment waned in non-tech sectors, as hawkish Fed meeting minutes and S&P Global's business surveys indicated renewed ...Full story available on Benzinga.com",Sector ETFs|Analyst Color|Equities|Large Cap|Market Summary|Macro Notification|Broad U.S. Equity ETFs|Top Stories|Federal Reserve|SEC|Markets|Tech|ETFs,[],https://www.benzinga.com/analyst-ratings/analyst-color/24/05/39014019/nvidia-tech-stocks-propel-nasdaq-100-to-record-high-solar-sector-shines-meme-stock-,NVDA
2024-09-04,6432,6438,-0.1422970279989041,0.1422970279989041,a466e99abde05e17038c3bc1d476d0171f4a4325ff44a730f3b36f6237fd1ddf,NVDA|AMD,"Nvidia Stock Drops on SEC Subpoena, AMD Poaching Talent, OpenAI Building an AI Chip, and More",2024-09-04 12:21:36,The Motley Fool,"Nvidia stock drops due to an SEC subpoena, while AMD is poaching talent and OpenAI is building an AI chip. The article also discusses other industry updates.",Nvidia|AMD|OpenAI|AI chip,"[{""ticker"": ""NVDA"", ""sentiment"": ""negative"", ""sentiment_reasoning"": ""Nvidia stock dropped due to an SEC subpoena, indicating potential legal or regulatory issues.""}, {""ticker"": ""AMD"", ""sentiment"": ""neutral"", ""sentiment_reasoning"": ""The article mentions that AMD is poaching talent, which could be seen as a positive or negative depending on the context.""}]",https://www.fool.com/investing/2024/09/04/nvidia-stock-drops-on-sec-subpoena-amd-poaching-ta/?source=iedfolrf0000001,NVDA
2025-01-24,6527,6538,-0.0728215163101785,0.0728215163101785,dd466ed38b1f8d528d5b16fe0030f422047d1982867ee5514b2438fae7103cdb,NVDA|MSFT|META,TikTok-Parent ByteDance Plans $12 Billion AI Chip Investment In 2025 To Bolster Global AI Ambitions Amid US Export Controls: Report,2025-01-23 09:43:26,Ananya Gairola,"ByteDance, the parent company of TikTok, plans to invest over $12 billion in artificial intelligence infrastructure by 2025, including $5.5 billion for AI chip acquisitions within China and $6.8 billion overseas to improve its model training capabilities using advanced Nvidia chips. This investment is part of ByteDance's strategy to expand its AI infrastructure and maintain its competitive edge in the AI sector, but it may face challenges due to U.S. export controls.",ByteDance|TikTok|AI chips|Nvidia|US export controls,"[{""ticker"": ""NVDA"", ""sentiment"": ""neutral"", ""sentiment_reasoning"": ""Nvidia's advanced chips are being used by ByteDance to improve its model training capabilities, but ByteDance may face challenges due to U.S. export controls on these chips.""}, {""ticker"": ""MSFT"", ""sentiment"": ""neutral"", ""sentiment_reasoning"": ""Microsoft is mentioned as a comparison to ByteDance's chip purchases, but it is not the main focus of the article.""}, {""ticker"": ""META"", ""sentiment"": ""neutral"", ""sentiment_reasoning"": ""Meta Platforms is mentioned as a comparison to ByteDance's chip purchases, but it is not the main focus of the article.""}]",https://www.benzinga.com/news/global/25/01/43153555/tiktok-parent-bytedance-plans-12-billion-ai-chip-investment-in-2025-to-bolster-global-ai-ambitions-am,NVDA
2025-02-12,6542,6548,0.058737447625955,0.058737447625955,ad9d08c8c33fd5e5613838696e04d12d06671741fa384a69f5c69bbb823dfaf2,MPWR|NVDA,"DEADLINE ALERT: Faruqi & Faruqi, LLP Investigates Claims on Behalf of Investors of Monolithic Power Systems",2025-02-12 15:43:00,"Faruqi & Faruqi, Llp","Faruqi & Faruqi, LLP is investigating potential claims against Monolithic Power Systems, Inc. (NASDAQ: MPWR) for making false and/or misleading statements about issues with its voltage regulator modules and power management integrated circuits, which negatively impacted the performance of certain Nvidia products.",Monolithic Power Systems|Nvidia,"[{""ticker"": ""MPWR"", ""sentiment"": ""negative"", ""sentiment_reasoning"": ""The article alleges that Monolithic Power Systems made false and/or misleading statements about significant performance and quality control issues with its products, which negatively impacted Nvidia's products and damaged the relationship between the two companies.""}, {""ticker"": ""NVDA"", ""sentiment"": ""negative"", ""sentiment_reasoning"": ""The article states that Nvidia's products were negatively impacted by the performance and quality control issues with Monolithic Power Systems' products, and that Nvidia had to cancel half of its outstanding Monolithic Power Systems orders and eliminate the company's allocation to most variants of its next-generation Blackwell chips due to these issues.""}]",https://www.globenewswire.com/news-release/2025/02/12/3025208/683/en/DEADLINE-ALERT-Faruqi-Faruqi-LLP-Investigates-Claims-on-Behalf-of-Investors-of-Monolithic-Power-Systems.html,NVDA
2025-02-27,6552,6558,-0.1185735730467466,0.1185735730467466,f2b5d062643df56d9b135716349d74f55df93c28dc0de2d48f5696e080890ba3,MPWR|NVDA,"ROSEN, GLOBAL INVESTOR COUNSEL, Encourages Monolithic Power Systems, Inc. Investors to Secure Counsel Before Important Deadline in Securities Class Action – MPWR",2025-02-28 18:55:00,,"Monolithic Power Systems, Inc. is facing a securities class action lawsuit due to alleged issues with its voltage regulator modules and power management integrated circuits, which negatively impacted the performance of certain products offered by Nvidia. The lawsuit claims that Monolithic Power Systems failed to adequately address and resolve these issues, damaging its relationship with Nvidia.",Monolithic Power Systems|Nvidia|securities class action,"[{""ticker"": ""MPWR"", ""sentiment"": ""negative"", ""sentiment_reasoning"": ""The article describes a securities class action lawsuit against Monolithic Power Systems due to alleged issues with its products, which negatively impacted its relationship with Nvidia. This suggests significant business and reputational risks for the company.""}, {""ticker"": ""NVDA"", ""sentiment"": ""negative"", ""sentiment_reasoning"": ""The article indicates that Monolithic Power Systems' product issues negatively impacted the performance of certain Nvidia products, suggesting potential business and financial implications for Nvidia as well.""}]",https://www.globenewswire.com/news-release/2025/02/28/3034987/673/en/ROSEN-GLOBAL-INVESTOR-COUNSEL-Encourages-Monolithic-Power-Systems-Inc-Investors-to-Secure-Counsel-Before-Important-Deadline-in-Securities-Class-Action-MPWR.html,NVDA
2025-03-17,6562,6573,0.0557583764037918,0.0557583764037918,104fdd12c57e180fb1a2024d56c7ed8d936852603922cfd948275a24079425fe,NVDA|TSM|COHR|GLW|LITE,"NVIDIA Announces Spectrum-X Photonics, Co-Packaged Optics Networking Switches to Scale AI Factories to Millions of GPUs",2025-03-18 18:44:00,Nvidia,NVIDIA has developed advanced networking switches that integrate silicon photonics to enable AI factories to connect millions of GPUs while reducing energy consumption and costs. The company has collaborated with various industry partners to create this integrated solution.,AI factories|networking switches|silicon photonics|energy efficiency|scalability,"[{""ticker"": ""NVDA"", ""sentiment"": ""positive"", ""sentiment_reasoning"": ""NVIDIA has developed innovative networking technology that addresses the growing needs of AI factories, enabling them to scale to millions of GPUs while improving energy efficiency and resilience.""}, {""ticker"": ""TSM"", ""sentiment"": ""positive"", ""sentiment_reasoning"": ""TSMC is collaborating with NVIDIA to provide silicon photonics solutions, combining its strengths in chip manufacturing and 3D chip stacking to support the scaling of AI factories.""}, {""ticker"": ""COHR"", ""sentiment"": ""positive"", ""sentiment_reasoning"": ""Coherent is part of NVIDIA's silicon photonics ecosystem, supporting the development of pluggable optical transceiver technologies for NVIDIA's networking solutions.""}, {""ticker"": ""GLW"", ""sentiment"": ""positive"", ""sentiment_reasoning"": ""Corning Incorporated is collaborating with NVIDIA as part of the silicon photonics ecosystem, contributing to the development of the integrated solution.""}, {""ticker"": ""LITE"", ""sentiment"": ""positive"", ""sentiment_reasoning"": ""Lumentum is collaborating with NVIDIA as part of the silicon photonics ecosystem, contributing to the development of the networking technology.""}]",https://www.globenewswire.com/news-release/2025/03/18/3044903/0/en/NVIDIA-Announces-Spectrum-X-Photonics-Co-Packaged-Optics-Networking-Switches-to-Scale-AI-Factories-to-Millions-of-GPUs.html,NVDA
2025-04-29,6592,6603,0.0554396081711863,0.0554396081711863,18e35aea2956702501bc6c55f8948f478c8cbbc6f38434d11929548b4ab4451a,NVDA,NVIDIA Sets Conference Call for First-Quarter Financial Results,2025-04-30 21:00:00,,"NVIDIA will host a conference call on May 28, 2025, to discuss its financial results for the first quarter of fiscal year 2026. The company will provide written commentary on the results ahead of the call.",NVIDIA|earnings call|financial results,"[{""ticker"": ""NVDA"", ""sentiment"": ""positive"", ""sentiment_reasoning"": ""The article announces NVIDIA's upcoming earnings call, which suggests the company is performing well and providing financial updates to investors.""}]",https://www.globenewswire.com/news-release/2025/04/30/3071939/0/en/NVIDIA-Sets-Conference-Call-for-First-Quarter-Financial-Results.html,NVDA
2025-11-06,6727,6733,-0.041643877361496,0.041643877361496,63e8c60f18fa90de3f1d7fc29b30958a7910b53fe7d5afbb44fc13d7ebc89d51,NVDA,Nvidia Supplier Foxconn Announces First-Ever Deployment Of Humanoid Robots For AI Server Production,2025-11-07 11:19:37,Namrata Sen,"Foxconn plans to introduce humanoid robots in its Texas AI server production facility, marking its first use of such technology in 50 years. The company aims to boost manufacturing efficiency and productivity while establishing North America as its primary AI server manufacturing base.",humanoid robots|AI servers|manufacturing|technology|automation,"[{""ticker"": ""NVDA"", ""sentiment"": ""positive"", ""sentiment_reasoning"": ""Mentioned as a technology partner for Foxconn's AI initiatives and large language model development""}]",https://www.benzinga.com/markets/tech/25/11/48714800/nvidia-supplier-foxconn-announces-first-ever-deployment-of-humanoid-robots-for-ai-server-production?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,NVDA
2025-11-28,6742,6748,-0.0253949805947716,0.0253949805947716,d3b6ad2c815707b3dcfd631ca12e675a147b8ba6a6981b1a9fdf04ec23ca7b70,NVDA|SFTBY,Nvidia Saved the Stock Market,2025-11-26 16:29:50,Neil Rozenbaum,"Nvidia reported strong third-quarter earnings with over 60% revenue growth, contributing significantly to positive market sentiment around artificial intelligence technology.",Nvidia|AI|stock market|earnings|technology,"[{""ticker"": ""NVDA"", ""sentiment"": ""positive"", ""sentiment_reasoning"": ""Achieved substantial revenue growth of over 60%, reached a market capitalization of $4.5 trillion, and demonstrated strong performance in the AI technology sector""}, {""ticker"": ""SFTBY"", ""sentiment"": ""neutral"", ""sentiment_reasoning"": ""Mentioned as selling its entire Nvidia stake, which could indicate potential strategic repositioning""}]",https://www.fool.com/investing/2025/11/26/nvidia-saved-the-stock-market/?source=iedfolrf0000001,NVDA
2026-02-04,6787,6793,-0.0393549302753837,0.0393549302753837,4981746d0227e56c941a662971ade85cc295cb3d8a5015e423a611e8eb24d637,NVDA|AMD|BABA,Trump Approved Nvidia's H200 China Chip Sales — But State Department Review Is Holding Things Up: Report,2026-02-04 07:43:35,Namrata Sen,"Despite President Trump's approval of Nvidia's H200 chip exports to China, the sales remain pending final U.S. State Department clearance. The State Department is conducting a national security review and pushing for tougher restrictions, while the Commerce Department has already completed its analysis. AMD is similarly awaiting licenses for its MI325X chip under the same deal. Chinese customers are holding off on orders pending clarity on licensing approvals.",H200 chips|China exports|State Department approval|national security review|AI chips|licensing restrictions,"[{""ticker"": ""NVDA"", ""sentiment"": ""negative"", ""sentiment_reasoning"": ""While Trump approved the deal, ongoing State Department delays and potential tougher restrictions create uncertainty. Chinese customers are holding off on orders, which could impact the anticipated $50 billion annual market opportunity.""}, {""ticker"": ""AMD"", ""sentiment"": ""negative"", ""sentiment_reasoning"": ""AMD is also awaiting U.S. licenses for its MI325X chip exports to China under the same deal, facing similar delays and regulatory uncertainty as Nvidia.""}, {""ticker"": ""BABA"", ""sentiment"": ""positive"", ""sentiment_reasoning"": ""Alibaba is stepping up by developing its own high-end AI chip through T-Head to reduce reliance on Nvidia, positioning itself to benefit from potential supply constraints and regulatory delays affecting foreign chip imports.""}]",https://www.benzinga.com/markets/tech/26/02/50363080/trump-approved-nvidias-h200-china-chip-sales-but-state-department-review-is-holding-things-up-report?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,NVDA
